ticker,tipo,issuer,indexador,taxa_emissao,taxa_negocio_b3,taxa_indicativa_anbima,taxa_mercado,taxa_ativo,taxa_compra,taxa_venda,pu_emissao,pu,pu_mercado,data_ultimo_negocio,data_anbima,volume_negociado_b3,volume_emissao,volume,quantidade_emitida,quantidade,data_emissao,vencimento,emissao,serie,isin,lei,cnpj_emissor,setor,agente_fiduciario,coordenador_lider,rating,rating_original,rating_agencia,agencia,rating_data,divulgacao,securitizadora,flag_vencido,flag_resgatado,flag_b3,status_ativo,duration,ntnb_referencia,taxa_ntnb,incentivada,rating_normalizado,em_recuperacao_judicial,fonte_precificacao,spread
07L0006224,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,11.2617,,,,11.2617,,,1015534.51,1015534.51,,,,,21326224.71,21326224.71,21.0,21.0,2019-10-16,2024-09-13,1.0,78.0,BRBSCSCRI202,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
08A0010106,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,11.3823,,,,11.3823,,,301314.17,301314.17,,,,,13559137.65,13559137.65,45.0,45.0,2019-10-16,2024-10-13,1.0,85.0,BRBSCSCRI228,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
08C0000078,CRI,WTORRE PIC,,,,,,,,,,,,,,,,,,,,,2.0,1.0,BRWTPICRI027,12.431,,Outros Serviços,,,,,,,,,WTORRE PIC,1,0,0,Vencido,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
08C0013391,CRI,VISION,TR,6.1678,,,,6.1678,,,248270269.2,248270269.2,,,,,248270269.2,248270269.2,1.0,1.0,2008-03-31,2027-01-01,1.0,1.0,BRVSONCRI008,12.431,,Outros Serviços,,,,,,,,,Vórtx,0,0,0,Ativo,0.27,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
08C0013392,CRI,VISION,TR,6.1678,,,,6.1678,,,13069960.06,13069960.06,,,,,13069960.06,13069960.06,1.0,1.0,2008-03-31,2027-01-01,1.0,2.0,BRVSONCRI016,12.431,,Outros Serviços,,,,,,,,,Vórtx,0,0,0,Ativo,0.27,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
08C0014529,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,10.8689,,,,10.8689,,,1237732.99,1237732.99,,,,,30943324.75,30943324.75,25.0,25.0,2019-10-17,2023-03-13,1.0,88.0,BRBSCSCRI251,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
08C0014530,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,11.3687,,,,11.3687,,,1179433.74,1179433.74,,,,,29485843.61,29485843.61,25.0,25.0,2019-10-15,2027-08-13,1.0,2.0,BRBSCSCRI269,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,0.88,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
08C0014531,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,12.0,,,,12.0,,,14742921.8,14742921.8,,,,,29485843.61,29485843.61,2.0,2.0,2008-03-13,2027-08-13,1.0,2.0,BRBSCSCRI277,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,0.88,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
08D0008331,CRI,RIZA II SECURITIZADORA S.A.,TR,10.0,,,,10.0,,,59453137.59,59453137.59,,,,,59453137.59,59453137.59,1.0,1.0,2008-04-28,2018-06-21,2.0,2.0,,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
08D0008335,CRI,RIZA II SECURITIZADORA S.A.,TR,9.9,,,,9.9,,,59453137.59,59453137.59,,,,,59453137.59,59453137.59,1.0,1.0,2008-04-28,2018-06-21,2.0,2.0,,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
08E0005789,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,TR,15.6299,,,,15.6299,,,11395432.71,11395432.71,,,,,45581730.86,45581730.86,4.0,4.0,2008-05-01,2027-09-01,1.0,2.0,BRBSCSCRI2D9,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,0.93,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
08E0005789,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,,,,,,,,,,,,,,,,,,,2019-10-16,2027-09-01,1.0,96.0,BRBSCSCRI2E7,12.431,02762113000150,Outros Serviços,,,,,,,,,Brazilian Securities,0,0,0,Ativo,0.93,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
08E0005790,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,TR,6.59,,,,6.59,,,1111749.53,1111749.53,,,,,45581730.86,45581730.86,41.0,41.0,2008-05-01,2018-10-01,1.0,2.0,BRBSCSCRI2C1,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
08E0008563,CRI,RIZA II SECURITIZADORA S.A.,IGP-M,10.05,,,,10.05,,,17670734.37,17670734.37,,,,,17670734.37,17670734.37,1.0,1.0,2008-05-27,2017-12-15,2.0,1.0,,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
08I0012498,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,10.7223,,,,10.7223,,,353683.64,353683.64,,,,,17330498.36,17330498.36,49.0,49.0,2008-09-13,2017-10-13,1.0,1.0,BRBSCSCRI2L2,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
08I0013317,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,11.711,,,,11.711,,,418992.29,418992.29,,,,,10055814.96,10055814.96,24.0,24.0,2019-10-16,2028-10-13,1.0,106.0,BRBSCSCRI2M0,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,1.88,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
08J0012973,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,11.0775,,,,11.0775,,,1901167.99,1901167.99,,,,,47529199.75,47529199.75,25.0,25.0,2019-10-15,2020-11-13,1.0,111.0,BRBSCSCRI2P3,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
08L0002118,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,10.8113,,,,10.8113,,,323257.98,323257.98,,,,,16162899.0,16162899.0,50.0,50.0,2019-10-16,2024-02-13,1.0,113.0,BRBSCSCRI2R9,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
09B0002128,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,10.9338,,,,10.9338,,,388164.22,388164.22,,,,,19408211.0,19408211.0,50.0,50.0,2009-02-13,2033-09-13,1.0,116.0,BRBSCSCRI2T5,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,5.28,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
09C0005309,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,10.9735,,,,10.9735,,,311557.07,311557.07,,,,,7477369.68,7477369.68,24.0,24.0,2019-10-17,2027-08-20,1.0,117.0,BRBSCSCRI2U3,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,0.9,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
09C0009708,CRI,NAN,,,,,,,,,,,,,,,,,,,,,1.0,14.0,,12.431,,Outros Serviços,,,,,,,,,,1,0,0,Vencido,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
09D0007414,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,10.95,,,,10.95,,,483034.76,483034.76,,,,,12075869.0,12075869.0,25.0,25.0,2019-10-15,2023-06-20,1.0,120.0,BRBSCSCRI2X7,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
09D0016705,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,TR,8.44,,,,8.44,,,305468.22,305468.22,,,,,16495283.88,16495283.88,54.0,54.0,2009-04-20,2028-10-20,1.0,122.0,BRBSCSCRI2Y5,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,1.94,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
09F0014788,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,10.81,,,,10.81,,,553350.27,553350.27,,,,,13833756.75,13833756.75,25.0,25.0,2019-10-17,2025-06-20,1.0,123.0,BRBSCSCRI327,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
09H0003225,CRI,NAN,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,12.431,,Outros Serviços,,,,,,,,,,1,0,0,Vencido,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
09H0007932,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,11.03,,,,11.03,,,595971.15,595971.15,,,,,14899278.75,14899278.75,25.0,25.0,2019-10-17,2029-08-20,1.0,125.0,BRBSCSCRI343,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,2.63,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
09J0008264,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,11.46,,,,11.46,,,428755.37,428755.37,,,,,10718884.25,10718884.25,25.0,25.0,2019-09-17,2029-06-20,1.0,127.0,BRBSCSCRI376,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,2.46,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
09J0016949,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,10.16,,,,10.16,,,338664.5,338664.5,,,,,27093160.38,27093160.38,80.0,80.0,2009-10-20,2039-08-20,1.0,2.0,BRBSCSCRI392,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,7.75,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
09J0016950,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,11.6589,,,,11.6589,,,3010351.15,3010351.15,,,,,27093160.38,27093160.38,9.0,9.0,2009-10-20,2039-08-20,1.0,2.0,BRBSCSCRI3A3,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,7.3,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
09K0015625,CRI,GAIA,IGP-M,0.9489,,,,0.9489,,,340000.0,340000.0,,,,,18360000.0,18360000.0,54.0,54.0,2009-11-27,2017-12-28,3.0,1.0,BRGAIACRI063,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
09L0003047,CRI,DIVERSIFICADO,IGP-M,8.75,,,,8.75,,,346980.42,346980.42,,,,,5204706.29,5204706.29,15.0,15.0,2009-12-03,2025-11-03,2.0,127.0,BRCBSCCRI0X9,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
10B0002537,CRI,FCVS,TR,7.413,,,,7.413,,,25352973.893131,25352973.893131,,,,,25352973.89,25352973.89,1.0,1.0,2010-02-01,2027-01-01,1.0,62.0,BRRBRACRI1K0,12.431,,Outros Serviços,,,,,,,,,RB Capital,0,0,0,Ativo,0.27,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
10B0025005,CRI,DIVERSIFICADO,IGP-M,11.0,,,,11.0,,,8586697.29,8586697.29,,,,,8586697.29,8586697.29,1.0,1.0,2010-02-05,2025-05-05,2.0,130.0,BRCBSCCRI0M2,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
10C0015085,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,13.31,,,,13.31,,,1195111.88,1195111.88,,,,,29877797.0,29877797.0,25.0,25.0,2019-10-15,2030-06-13,1.0,155.0,BRBSCSCRI3X5,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,3.1,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
10D0018445,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,10.68,,,,10.68,,,1022215.71,1022215.71,,,,,21466529.91,21466529.91,21.0,21.0,2010-04-13,2024-01-13,1.0,159.0,BRBSCSCRI418,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
10D0018560,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,11.32,,,,11.32,,,355165.93,355165.93,,,,,49368064.4,49368064.4,139.0,139.0,2010-04-13,2039-12-13,1.0,2.0,BRBSCSCRI3Y3,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,7.33,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
10D0018564,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,12.0,,,,12.0,,,2057002.68,2057002.68,,,,,49368064.4,49368064.4,24.0,24.0,2010-04-13,2039-12-13,1.0,2.0,BRBSCSCRI3Z0,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,7.13,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
10E0013644,CRI,DIVERSIFICADO,IGP-M,9.4,,,,9.4,,,1004638.48,1004638.48,,,,,186862757.28,186862757.28,186.0,186.0,2010-05-07,2099-08-08,1.0,109.0,BRPDGSCRI031,12.431,42081459000107,Outros Serviços,,,,,,,,,Pentágono,0,0,0,Ativo,11.64,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
10E0022938,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,11.31,,,,11.31,,,1001272.67,1001272.67,,,,,11013999.37,11013999.37,11.0,11.0,2019-10-17,2024-03-13,1.0,162.0,BRBSCSCRI426,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
10E0027441,CRI,DIVERSIFICADO,IPCA,11.0,,,,11.0,,,6554408.28,6554408.28,,,,,6554408.28,6554408.28,1.0,1.0,2010-02-05,2025-07-05,2.0,132.0,BRCBSCCRI0P5,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
10F0026396,CRI,DIVERSIFICADO,IPCA,11.0,,,,11.0,,,10025603.4,10025603.4,,,,,10025603.4,10025603.4,1.0,1.0,2010-06-30,2025-09-30,2.0,136.0,BRCBSCCRI0T7,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
10G0019826,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,10.67,,,,10.67,,,1003465.18,1003465.18,,,,,13045047.34,13045047.34,13.0,13.0,2010-07-13,2025-07-13,1.0,167.0,BRBSCSCRI4B9,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
10G0020942,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,8.89,,,,8.89,,,333487.56,333487.56,,,,,11005089.33,11005089.33,33.0,33.0,2010-07-13,2040-06-13,1.0,2.0,BRBSCSCRI475,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,8.33,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
10G0020944,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,8.87,,,,8.87,,,333355.71,333355.71,,,,,11000738.46,11000738.46,33.0,33.0,2010-07-13,2019-06-13,1.0,2.0,BRBSCSCRI491,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
10G0020945,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,27.97,,,,27.97,,,3666912.82,3666912.82,,,,,11000738.46,11000738.46,3.0,3.0,2010-07-13,2040-06-13,1.0,2.0,BRBSCSCRI4A1,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,4.29,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
10G0020957,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,31.32,,,,31.32,,,3668363.11,3668363.11,,,,,11005089.33,11005089.33,3.0,3.0,2010-07-13,2040-06-13,1.0,2.0,BRBSCSCRI483,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,3.96,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
10G0033154,CRI,LGR EMPREENDIMENTOS,,,,,,,,,,,,,,,,,,,,,4.0,1.0,BRGAIACRI0D2,12.431,,Outros Serviços,,,,,,,,,Gaia,1,0,0,Vencido,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
10G0033155,CRI,NAN,,,,,,,,,,,,,,,,,,,,,4.0,8.0,BRGAIACRI0E0,12.431,,Outros Serviços,,,,,,,,,Gaia,1,0,0,Vencido,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
10I0020235,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,32.13,,,,32.13,,,2336568.59,2336568.59,,,,,49067940.37,49067940.37,21.0,21.0,2010-09-20,2040-08-20,1.0,2.0,BRBSCSCRI4F0,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,4.08,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
10I0020427,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,8.0,,,,8.0,,,345548.88,345548.88,,,,,49067940.37,49067940.37,142.0,142.0,2010-09-20,2019-07-22,1.0,2.0,BRBSCSCRI4E3,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
10I0026352,CRI,RIZA II SECURITIZADORA S.A.,IGP-M,12.0,,,,12.0,,,17879931.42,17879931.42,,,,,17879931.42,17879931.42,1.0,1.0,2010-09-27,2018-08-27,2.0,1.0,,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
10J0010501,CRI,PDG COMPANHIA SECURITIZADORA,%DI,107.0,,,,107.0,,,300000.0,300000.0,,,,,405000000.0,405000000.0,1350.0,1350.0,2010-10-14,2099-10-03,3.0,3.0,BRPDGSCRI064,12.431,,Outros Serviços,,,,,,,,,Pentágono,0,0,0,Ativo,30.0,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
10K0024718,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,8.99,,,,8.99,,,340757.24,340757.24,,,,,13630289.76,13630289.76,40.0,40.0,2010-11-20,2030-10-20,1.0,2.0,BRBSCSCRI4I4,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,3.5,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
10K0024721,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,28.48,,,,28.48,,,3407572.44,3407572.44,,,,,13630289.76,13630289.76,4.0,4.0,2010-11-20,2030-10-20,1.0,2.0,BRBSCSCRI4J2,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,2.73,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
10L00061571,CRI,PRODUTORES DE SOJA,,,,,,,,,,,,,,,,,,,,,1.0,36.0,,12.431,,Outros Serviços,,,,,,,,,Ecoagro,1,0,0,Vencido,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
10L0013330,CRI,NESTLE DAHRUJ,,,,,,,,,,,,,,,,,,,,,1.0,58.0,BRRBCSCRI1L5,12.431,,Outros Serviços,,,,,,,,,RB Capital,1,0,0,Vencido,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
10L0025298,CRI,EIT | PONTA DA AREIA,IPCA,8.5,,,,8.5,,,300036.31282573,300036.31282573,,,,,51606245.81,51606245.81,172.0,172.0,2019-12-09,2099-03-19,1.0,53.0,BRRBCSCRI1O9,12.431,,Outros Serviços,,,,,,,,,RB Capital,0,0,0,Ativo,12.76,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
10L0027006,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,8.1,,,,8.1,,,335887.62,335887.62,,,,,21832695.45,21832695.45,65.0,65.0,2010-12-13,2030-12-13,1.0,2.0,BRBSCSCRI4Y1,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,3.69,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
10L0027046,CRI,BRAZILIAN FINANCE & REAL ESTATE S.A.,IGP-M,40.47,,,,40.47,,,3118956.49,3118956.49,,,,,21832695.45,21832695.45,7.0,7.0,2010-12-13,2030-12-13,1.0,2.0,BRBSCSCRI4Z8,12.431,02762113000150,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,2.69,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
